Date,Open,High,Low,Close,Adj Close,Volume
24-04-1996,92.701302,96.006927,93.707359,95.834465,70.373001,356153
25-04-1996,97.731606,97.731606,88.341705,91.417374,67.12944,329801
26-04-1996,91.417374,95.61409,89.108231,91.973106,67.537537,257787
29-04-1996,91.973106,91.072441,89.855591,90.229263,66.256973,175859
30-04-1996,90.229263,92.940842,89.338188,91.609009,67.270157,381202
01-05-1996,91.609009,94.76133,93.477409,94.100204,69.099495,195428
02-05-1996,94.100204,93.898994,92.375526,93.333679,68.536613,92365
03-05-1996,93.333679,92.940842,91.417374,91.676079,67.31942,74622
06-05-1996,91.676079,91.254494,90.066383,90.190941,66.228821,120283
07-05-1996,90.190941,91.311981,90.075966,90.401733,66.383644,163596
08-05-1996,90.401733,91.656914,89.596886,91.503609,67.192749,185774
09-05-1996,91.024536,91.216164,90.305916,90.622108,66.545448,92365
10-05-1996,90.622108,89.491486,87.958443,88.245888,64.80056,184991
13-05-1996,88.245888,89.683121,86.818245,88.724968,65.152367,344934
14-05-1996,88.724968,89.481911,88.341705,89.223206,65.518234,172467
15-05-1996,89.223206,93.889412,91.407799,93.362427,68.557739,429211
16-05-1996,94.66552,96.773453,94.282257,94.636772,69.493507,1184570
17-05-1996,94.66552,95.230827,93.946899,94.52179,69.409081,399466
20-05-1996,92.576744,93.419914,91.791054,92.126411,67.650101,321973
21-05-1996,91.982689,92.452179,90.315498,91.886871,67.474205,379375
22-05-1996,91.886871,92.892937,92.001846,92.203064,67.706398,169075
23-05-1996,92.203064,92.423439,91.791054,92.078499,67.614922,209517
24-05-1996,92.078499,93.860664,91.934776,92.892937,68.212975,419035
27-05-1996,92.892937,92.940842,91.417374,92.126411,67.650101,594111
28-05-1996,91.216164,91.513191,82.976051,91.235329,66.995766,1147520
29-05-1996,92.174316,93.898994,92.174316,93.745689,68.839165,1147781
30-05-1996,93.745689,94.090622,92.480927,92.758789,68.114449,555234
31-05-1996,92.758789,93.276192,92.557579,92.902512,68.220009,177946
03-06-1996,92.902512,94.282257,93.496567,93.918159,68.96582,607679
04-06-1996,93.918159,95.7099,94.339745,94.45472,69.359818,690129
05-06-1996,94.100204,95.33622,93.898994,95.125427,69.852333,1215098
06-06-1996,95.422455,98.354408,95.422455,97.329178,71.470581,1680316
07-06-1996,97.147133,99.456284,96.744705,99.034691,72.722954,1024105
10-06-1996,99.647911,103.00145,98.737663,101.037231,74.193474,2719816
11-06-1996,101.248024,101.918732,99.839539,101.602547,75.467407,1369562
12-06-1996,102.330742,103.288895,92.931259,99.724564,74.072487,1846782
13-06-1996,101.180954,102.330742,100.893509,101.966644,75.737839,957832
14-06-1996,102.091202,103.288895,101.564217,102.915215,76.442413,1792511
17-06-1996,103.193077,103.480522,101.324677,101.602547,75.467407,1134474
18-06-1996,101.190536,103.672157,100.845604,103.00145,76.506462,1777899
19-06-1996,101.947479,102.330742,100.510246,100.941422,74.976334,465478
20-06-1996,100.414436,101.372589,98.124451,101.075562,75.075981,524707
21-06-1996,100.222801,100.989326,99.600006,99.762894,74.100967,201168
24-06-1996,99.935356,99.935356,98.747246,99.341301,73.787819,241610
25-06-1996,99.820381,99.820381,97.587883,98.047798,72.827042,370765
26-06-1996,97.731606,98.593941,96.773453,97.44416,72.378677,233261
27-06-1996,96.773453,98.498131,96.773453,98.344826,73.047653,202733
28-06-1996,98.306496,100.174896,97.923233,98.708923,73.318092,327974
01-07-1996,98.354408,99.073021,97.44416,97.884911,72.706039,196471
02-07-1996,97.923233,100.031174,97.44416,99.552094,73.944389,476698
03-07-1996,96.773453,98.871803,96.006927,98.249008,72.976486,802585
04-07-1996,97.827423,101.180954,97.44416,99.983269,74.264648,996187
05-07-1996,100.797691,102.043297,100.088661,100.768951,74.848228,863640
08-07-1996,102.522369,102.522369,100.797691,101.784592,75.602615,308927
09-07-1996,101.564217,102.905632,101.228867,102.196594,75.90863,686477
10-07-1996,101.372589,102.139107,100.126991,101.468399,75.367744,229608
11-07-1996,101.775009,102.416969,101.621704,101.966644,75.737839,154463
12-07-1996,101.966644,102.790649,101.851662,102.215759,75.922874,196471
15-07-1996,101.401329,102.254089,101.391747,101.966644,75.737839,111151
16-07-1996,102.043297,102.244507,100.634811,101.180954,75.154243,204821
17-07-1996,101.468399,105.396828,101.468399,104.994408,77.986786,986533
18-07-1996,105.396828,108.223381,105.396828,106.594521,79.175293,468088
19-07-1996,109.229439,109.229439,105.636368,106.690338,79.246468,510617
22-07-1996,108.079659,108.079659,105.799255,106.719078,79.267799,119239
23-07-1996,106.594521,107.025688,100.653969,101.842079,75.645317,493658
24-07-1996,101.660034,103.078102,98.593941,100.711464,74.805527,640816
25-07-1996,100.606064,101.755852,99.849121,100.069496,74.328697,229869
26-07-1996,99.647911,100.558159,98.958038,99.954521,74.243294,207430
29-07-1996,99.839539,100.893509,96.792618,97.999886,72.791435,346239
30-07-1996,97.539978,97.722023,90.449638,96.246468,71.489075,572194
31-07-1996,97.539978,98.881386,94.282257,98.268173,72.990707,686216
01-08-1996,98.114868,99.073021,94.330162,94.617607,70.27919,720135
02-08-1996,93.946899,95.048775,91.417374,94.62719,70.286308,1023062
05-08-1996,94.857147,95.8153,93.898994,95.26915,70.763138,360850
06-08-1996,95.048775,97.348343,94.473885,96.313538,71.538879,565671
07-08-1996,96.351868,98.191521,95.489525,95.863205,71.204399,280487
08-08-1996,97.13755,97.13755,95.479942,95.719482,71.097633,121327
09-08-1996,95.623672,96.581825,94.885895,95.844048,71.190147,327713
12-08-1996,96.006927,96.198563,94.857147,95.920692,71.247078,147679
13-08-1996,95.24041,96.102745,94.282257,94.62719,70.286308,522620
14-08-1996,94.952965,94.952965,93.515732,93.937317,69.773888,169597
15-08-1996,93.937317,93.937317,93.937317,93.937317,69.773888,0
16-08-1996,94.282257,94.282257,89.299858,89.989731,66.841751,416948
19-08-1996,88.169235,89.290276,86.617027,87.057777,64.663963,239523
20-08-1996,87.191925,88.907013,86.722427,88.56208,65.781326,372852
21-08-1996,90.641273,92.557579,90.075966,92.068924,68.386108,320408
22-08-1996,92.892937,94.42598,91.599426,93.927734,69.766769,638467
23-08-1996,93.132469,95.384132,93.132469,94.655937,70.307678,282574
26-08-1996,94.66552,95.211662,94.473885,94.847565,70.450005,204299
27-08-1996,94.512215,96.39019,94.004387,95.911118,71.239975,507747
28-08-1996,96.006927,96.486008,94.282257,96.18898,71.446365,210039
29-08-1996,96.05484,96.572243,95.432037,95.537437,70.962418,138025
30-08-1996,95.8153,98.066956,95.8153,97.587883,72.485428,727180
02-09-1996,99.456284,100.222801,96.96508,99.255066,73.723755,596720
03-09-1996,99.456284,100.031174,94.138535,95.422455,70.877007,731355
04-09-1996,95.432037,97.319595,94.857147,96.706383,71.830673,417208
05-09-1996,97.51123,98.517288,96.86927,97.71244,72.57795,608462
06-09-1996,97.789093,98.287331,96.581825,96.926758,71.994385,259092
09-09-1996,96.39019,96.773453,92.174316,92.835442,68.95546,921042
10-09-1996,91.599426,92.222221,90.066383,90.478386,67.204712,1126646
11-09-1996,95.8153,95.8153,88.62915,89.232788,66.279495,1398524
12-09-1996,88.724968,89.644791,86.617027,88.102165,65.439728,1550378
13-09-1996,88.533333,88.724968,87.287735,87.44104,64.948631,640033
16-09-1996,85.658875,86.55954,85.27562,85.91758,63.817055,724832
17-09-1996,86.4254,87.85305,86.233772,86.93322,64.571457,1119601
18-09-1996,87.211082,92.921677,87.211082,92.356369,68.599617,1224230
19-09-1996,91.982689,93.113312,88.150078,88.45668,65.703018,1570991
20-09-1996,88.485428,90.066383,86.856567,87.843468,65.247559,935915
23-09-1996,86.808662,88.724968,86.808662,88.083008,65.425476,743618
24-09-1996,87.958443,88.724968,86.617027,87.517693,65.005554,813022
25-09-1996,88.150078,89.855591,87.958443,88.284218,65.574921,456868
26-09-1996,88.274635,88.533333,87.201508,87.757233,65.183502,239001
27-09-1996,87.220665,87.383553,85.486412,86.310425,64.108864,391377
30-09-1996,85.467247,86.990707,83.953362,85.821762,63.745888,857639
01-10-1996,85.860092,86.233772,82.640694,84.001274,62.393684,583153
02-10-1996,84.001274,84.001274,84.001274,84.001274,62.393684,0
03-10-1996,84.604912,84.978592,82.401154,83.368889,61.92395,564367
04-10-1996,83.177261,83.905457,77.533737,77.533737,57.589798,1383651
07-10-1996,75.119194,76.268974,73.011261,75.732414,56.251816,1222403
08-10-1996,74.362251,78.175705,73.777779,77.10257,57.269531,1211706
09-10-1996,77.58165,78.376915,74.946724,76.230652,56.621887,1999680
10-10-1996,76.268974,79.133858,75.694084,78.788918,58.522095,1742414
11-10-1996,79.133858,82.017899,77.802025,81.030998,60.187447,2831489
14-10-1996,80.293221,81.251373,79.526695,80.523178,59.810268,1484105
15-10-1996,80.389038,82.592789,79.287163,81.663376,60.657177,1568121
16-10-1996,81.251373,82.238274,80.101593,80.523178,59.810268,843810
17-10-1996,80.02494,80.484848,78.568542,80.274055,59.625217,1427225
18-10-1996,80.484848,81.059746,79.929123,80.341125,59.67503,803368
21-10-1996,80.341125,80.341125,80.341125,80.341125,59.67503,0
22-10-1996,81.241791,83.646759,81.241791,83.004791,61.653526,1164740
23-10-1996,83.742569,85.658875,82.391579,85.007332,63.140945,963833
24-10-1996,84.901939,85.27562,81.059746,81.816681,60.771034,1064287
25-10-1996,81.634636,82.784416,80.983093,82.496971,61.276344,711003
28-10-1996,82.880234,83.503036,82.429901,82.659859,61.39732,519749
29-10-1996,82.592789,82.592789,79.14344,79.833305,59.297852,1056720
30-10-1996,79.833305,79.833305,79.833305,79.833305,59.297852,0
31-10-1996,76.652237,80.484848,76.652237,79.469208,59.027401,1198660
01-11-1996,80.877693,81.634636,79.066788,79.459625,59.020283,2094915
04-11-1996,80.159081,80.159081,77.61039,78.185287,58.073742,1106556
05-11-1996,77.61039,78.855988,74.362251,75.387474,55.995609,2093611
06-11-1996,75.694084,76.221069,73.394516,75.598274,56.152191,1943322
07-11-1996,75.885719,77.0355,75.588692,76.83429,57.070267,1091683
08-11-1996,76.661819,77.878677,76.652237,77.533737,57.589798,665081
11-11-1996,75.694084,81.634636,75.694084,80.532761,59.817379,1473929
12-11-1996,80.532761,80.532761,80.532761,80.532761,59.817379,0
13-11-1996,78.760178,80.618996,78.376915,80.216568,59.582516,1181178
14-11-1996,80.101593,80.360291,77.227135,77.897835,57.860233,2092306
15-11-1996,77.744537,79.23925,77.0355,78.53022,58.329952,2843491
18-11-1996,78.76976,79.526695,77.706207,78.175705,58.066635,2160145
19-11-1996,78.281097,78.281097,75.885719,76.987595,57.184139,3078318
20-11-1996,76.460609,76.460609,73.892761,74.295181,55.18428,2177366
21-11-1996,74.544304,75.262917,71.487793,72.378876,53.76091,2982300
22-11-1996,71.487793,71.497375,67.319832,67.367737,50.038788,8102568
25-11-1996,66.112556,68.603752,63.908806,67.501877,50.138416,6186120
26-11-1996,67.453972,70.251778,64.205833,65.825111,48.892967,7080810
27-11-1996,63.812988,63.908806,61.216393,61.37928,45.590733,4001448
28-11-1996,61.915848,62.26078,60.095356,60.794807,45.156601,3471783
29-11-1996,61.705051,62.078732,60.555267,60.928947,45.256237,2217286
02-12-1996,60.651085,61.800869,56.665169,56.885544,42.252911,6451474
03-12-1996,53.656567,57.259224,53.656567,56.061531,41.640862,5986256
04-12-1996,54.614719,57.163406,53.656567,56.713074,42.124809,7629522
05-12-1996,56.157349,60.354057,56.051949,59.098877,43.896912,15131195
06-12-1996,59.568371,60.49778,59.271343,59.692932,44.338165,7782420
09-12-1996,59.798328,60.018703,58.016163,58.38026,43.363144,10304199
10-12-1996,57.891605,59.597115,57.584995,58.610218,43.533955,9189294
11-12-1996,58.830593,62.720695,58.466496,62.586552,46.487453,10274194
12-12-1996,62.088314,63.793827,60.746899,60.948112,45.270473,11381011
13-12-1996,60.775642,60.93853,58.44733,60.277405,44.772289,16269061
16-12-1996,61.130161,64.502861,61.130161,64.474113,47.889484,15003084
17-12-1996,64.771141,67.377319,63.832153,66.582054,49.455212,19226052
18-12-1996,67.722252,68.603752,63.678848,65.547249,48.686584,18288050
19-12-1996,64.483696,65.873016,63.918385,64.838211,48.159931,21649465
20-12-1996,65.729294,67.262337,65.298126,65.805946,48.878727,15846373
23-12-1996,66.093391,66.208374,64.445374,65.020264,48.295147,8506470
24-12-1996,64.828629,65.508919,62.56739,64.541183,47.939304,8914547
25-12-1996,64.541183,64.541183,64.541183,64.541183,47.939304,0
26-12-1996,65.058586,67.262337,64.895699,66.812012,49.626011,6925564
27-12-1996,66.812012,66.812012,66.812012,66.812012,49.626011,0
30-12-1996,66.812012,66.812012,66.812012,66.812012,49.626011,0
31-12-1996,67.300667,67.453972,64.244156,64.646584,48.017593,6803976
01-01-1997,65.729294,69.178642,65.537666,69.063667,51.29847,11680284
02-01-1997,69.561905,69.561905,67.645599,68.36422,50.778946,12850766
03-01-1997,67.645599,68.977432,67.482712,68.709152,51.035145,7998983
06-01-1997,68.028862,69.03492,67.281502,67.741417,50.316341,5613143
07-01-1997,67.597694,67.597694,65.393944,65.911346,48.957016,11466070
08-01-1997,66.974892,68.412125,66.543724,67.003639,49.768349,5246291
09-01-1997,67.003639,67.549789,66.304184,66.792847,49.611774,5631407
10-01-1997,67.453972,68.96785,67.281502,68.517517,50.892815,9725743
13-01-1997,68.028862,68.028862,66.936569,67.645599,50.245167,4230535
14-01-1997,68.028862,68.354637,65.738876,66.400002,49.319977,6508876
15-01-1997,67.080292,71.056625,67.070709,71.03746,52.764542,8498120
16-01-1997,72.053108,75.866554,66.687447,67.750999,50.323463,11379706
17-01-1997,66.179626,68.210915,64.301643,66.217957,49.184761,10379605
20-01-1997,66.112556,66.285027,63.860897,64.148346,47.647518,5100177
21-01-1997,63.717175,66.802429,63.295586,64.177086,47.668869,8131791
22-01-1997,65.317291,66.208374,63.286003,63.975876,47.519409,8105699
23-01-1997,63.975876,63.975876,63.975876,63.975876,47.519409,0
24-01-1997,67.281502,67.281502,62.615299,64.177086,47.668869,9334887
27-01-1997,68.670822,68.670822,64.790306,67.798904,50.359035,13177697
28-01-1997,68.39296,68.987015,66.217957,67.636017,50.238056,8423498
29-01-1997,68.795387,69.839767,65.441849,66.467072,49.369797,6696477
30-01-1997,66.112556,66.256279,63.822571,64.119598,47.626167,6567844
31-01-1997,62.854836,63.238098,60.93853,61.503841,45.683254,5822399
03-02-1997,59.98996,61.24514,58.456913,58.974316,43.804398,5548435
04-02-1997,58.638962,59.980377,58.083233,58.935989,43.775932,7494105
05-02-1997,60.545689,61.676308,59.788746,59.951633,44.530319,3888209
06-02-1997,59.874981,61.302628,59.874981,60.852295,45.199303,2640235
07-02-1997,61.120579,62.471577,60.172009,61.273884,45.512451,3574324
10-02-1997,61.51342,61.570911,60.612759,61.082253,45.370106,2089436
11-02-1997,61.225975,64.090851,60.842716,63.544704,47.19915,3867075
12-02-1997,63.132702,64.962776,62.864418,63.832153,47.412655,2826792
13-02-1997,63.439308,64.483696,63.103954,63.995037,47.533642,2815834
14-02-1997,63.717175,66.160461,63.717175,65.604736,48.729282,5688809
17-02-1997,66.495819,66.974892,65.633476,66.447906,49.355553,4530330
18-02-1997,66.591637,66.965309,64.819054,65.307709,48.508663,4226621
19-02-1997,65.873016,66.495819,64.263321,66.179626,49.156292,3505964
20-02-1997,65.825111,66.093391,65.259804,65.710129,48.807556,1508892
21-02-1997,65.537666,66.562889,65.403526,65.844276,48.9072,3441517
24-02-1997,65.633476,65.825111,64.196251,64.435791,47.861019,3597546
25-02-1997,63.985458,66.112556,63.535126,64.914864,48.216862,3117978
26-02-1997,64.675323,65.346031,63.583031,64.637001,48.010468,4082333
27-02-1997,65.154404,67.070709,65.154404,66.974892,49.746983,5950511
28-02-1997,68.996597,70.90332,67.645599,69.71521,51.782421,2272601
03-03-1997,72.819626,77.591232,72.436363,74.668861,55.461857,8726424
04-03-1997,76.077347,76.077347,73.499916,74.534721,55.362202,5488163
05-03-1997,77.0355,78.951805,75.128777,76.987595,57.184139,6931826
06-03-1997,76.652237,79.526695,76.182747,78.185287,58.073742,9233911
07-03-1997,78.185287,78.185287,78.185287,78.185287,58.073742,0
10-03-1997,77.227135,77.40918,75.119194,75.550362,56.1166,5674459
11-03-1997,74.927567,76.067764,72.244736,72.819626,54.088291,7003056
12-03-1997,74.898819,76.240234,73.298706,74.132294,55.063301,4372735
13-03-1997,74.716766,75.770737,74.017319,74.965889,55.68248,4260540
14-03-1997,74.735931,75.684502,74.467651,74.745514,55.51878,3469435
17-03-1997,74.745514,75.119194,74.122719,74.419746,55.276817,1483583
18-03-1997,74.256859,74.582626,71.871056,72.599251,53.924599,3584500
19-03-1997,73.662804,73.931084,71.47821,71.669846,53.234268,1652397
20-03-1997,71.229095,73.768196,70.90332,72.972931,54.202156,1866090
21-03-1997,73.586151,74.544304,73.202888,73.480751,54.579353,1919839
24-03-1997,73.480751,73.480751,73.480751,73.480751,54.579353,0
25-03-1997,73.969414,76.173164,73.298706,75.119194,55.796341,2249118
26-03-1997,75.502457,75.694084,74.563469,74.812584,55.5686,1602301
27-03-1997,74.649696,74.688026,73.260376,74.151459,55.07753,1371910
28-03-1997,74.151459,74.151459,74.151459,74.151459,55.07753,0
31-03-1997,68.96785,68.96785,66.735359,66.792847,49.611774,57141
01-04-1997,63.621357,68.795387,62.874001,68.316307,50.743355,1799295
02-04-1997,68.987015,70.520058,68.987015,70.098473,52.067097,1486453
03-04-1997,70.817085,71.190765,69.619392,70.3955,52.287716,1306680
04-04-1997,69.178642,70.08889,68.977432,69.878098,51.903404,1331989
07-04-1997,69.561905,70.08889,69.188225,69.705627,51.775299,1214054
08-04-1997,69.705627,69.705627,69.705627,69.705627,51.775299,0
09-04-1997,70.759598,73.873596,70.759598,73.605316,54.671867,2445329
10-04-1997,72.445946,73.135818,70.251778,71.238678,52.914009,3152680
11-04-1997,69.370277,72.627998,68.987015,72.244736,53.661282,2637887
14-04-1997,72.244736,72.244736,72.244736,72.244736,53.661282,0
15-04-1997,72.627998,73.174141,71.861473,72.398041,53.775143,1301462
16-04-1997,72.398041,72.398041,72.398041,72.398041,53.775143,0
17-04-1997,72.915443,73.911919,72.101013,73.356194,54.486828,1807644
18-04-1997,73.356194,73.356194,73.356194,73.356194,54.486828,0
21-04-1997,73.586151,75.167099,73.586151,74.649696,55.447613,3917432
22-04-1997,75.224594,76.067764,75.119194,75.435387,56.031212,2770695
23-04-1997,75.694084,77.706207,75.694084,76.728889,56.991966,6402683
24-04-1997,77.227135,77.227135,75.885719,76.575584,56.878109,4261323
25-04-1997,76.451027,76.891777,75.914459,76.613914,56.906567,2523344
28-04-1997,76.652237,76.795959,75.885719,76.288139,56.6646,1841303
29-04-1997,75.943207,76.824707,74.755096,76.594749,56.892342,6132110
30-04-1997,77.802025,79.497955,77.083405,77.744537,57.746372,3052487
01-05-1997,77.744537,77.744537,77.744537,77.744537,57.746372,0
02-05-1997,77.054665,77.562485,75.329987,75.540779,56.109486,4176525
05-05-1997,74.544304,74.927567,72.867538,73.049583,54.25909,3312623
06-05-1997,72.532181,73.566986,71.420723,71.890221,53.397961,3760359
07-05-1997,72.627998,72.762138,71.190765,71.669846,53.234268,1313464
08-05-1997,71.574028,72.033943,71.094955,71.842308,53.362362,1171524
09-05-1997,71.947708,72.781303,70.912903,71.372818,53.01363,2929072
12-05-1997,70.90332,71.190765,68.814545,69.130737,52.475422,3959179
13-05-1997,69.571487,71.669846,67.933044,70.625458,53.610031,4796989
14-05-1997,71.094955,73.087914,70.15596,72.781303,55.246479,12261089
15-05-1997,72.627998,73.720291,71.966873,73.078331,55.471954,8768693
16-05-1997,73.011261,75.665344,72.963348,75.301247,57.159306,16095811
19-05-1997,75.924042,77.792442,75.924042,77.07383,58.504826,14136312
20-05-1997,77.0355,77.227135,76.125252,76.642654,58.177544,6174379
21-05-1997,76.268974,76.652237,75.310822,75.473709,57.290215,8675023
22-05-1997,75.674927,75.962372,74.448486,75.109612,57.013844,9658165
23-05-1997,74.927567,75.818649,74.486816,75.243752,57.115662,8759561
26-05-1997,75.885719,77.533737,75.885719,76.604332,58.148445,12771707
27-05-1997,77.0355,77.504997,74.659279,75.224594,57.101131,23828397
28-05-1997,78.233192,78.520638,75.569527,75.809067,57.544777,31224397
29-05-1997,75.646179,76.029442,74.927567,75.655762,57.42841,15233736
30-05-1997,75.914459,76.364792,75.387474,75.799484,57.537514,7702058
02-06-1997,75.943207,76.556427,75.828232,76.422279,58.010254,7771201
03-06-1997,76.556427,78.08947,76.470192,77.07383,58.504826,22213832
04-06-1997,77.591232,77.897835,76.680984,76.853455,58.337555,10750370
05-06-1997,77.0355,79.028458,76.882195,77.361275,58.723011,24537052
06-06-1997,77.61039,78.070305,77.16964,77.322945,58.693932,10725061
09-06-1997,77.227135,77.227135,75.799484,76.192329,57.835716,15195642
10-06-1997,76.221069,76.594749,75.694084,76.383957,57.981159,10342554
11-06-1997,76.795959,77.58165,76.374374,77.092987,58.519371,11983211
12-06-1997,77.361275,77.964912,76.90136,77.61039,58.912121,12296052
13-06-1997,77.993652,82.784416,77.878677,81.404678,61.792263,52184254
16-06-1997,80.963928,84.269554,80.724388,81.807098,62.097736,33644939
17-06-1997,83.167679,84.125832,81.443001,82.679024,62.75959,25937924
18-06-1997,85.227707,86.578705,84.125832,85.27562,64.730598,17002503
19-06-1997,84.969009,85.27562,83.196426,84.049179,63.799641,13798683
20-06-1997,83.934204,88.86869,83.550941,86.779915,65.872475,36874591
23-06-1997,87.191925,89.980148,86.617027,88.284218,67.014359,30489650
24-06-1997,88.772873,89.108231,82.401154,87.460205,66.38887,15818715
25-06-1997,88.140495,88.32254,85.94632,87.03862,66.068855,14752602
26-06-1997,86.904472,87.958443,85.687622,86.137955,65.385185,11524777
